16:38:41.257 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A01;' undefined variable row.wan.A01
16:38:41.258 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A02;' undefined variable row.wan.A02
16:38:41.258 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A03;' undefined variable row.wan.A03
16:38:41.258 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A04;' undefined variable row.wan.A04
16:38:41.259 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A05;' undefined variable row.wan.A05
16:38:41.259 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A06;' undefined variable row.wan.A06
16:38:41.260 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A07;' undefined variable row.wan.A07
16:38:41.260 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A08;' undefined variable row.wan.A08
16:38:41.260 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A09;' undefined variable row.wan.A09
16:38:41.261 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A10;' undefined variable row.wan.A10
16:38:41.261 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A11;' undefined variable row.wan.A11
16:38:41.268 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A12;' undefined variable row.wan.A12
16:38:41.269 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A13;' undefined variable row.wan.A13
16:38:41.269 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A14;' undefined variable row.wan.A14
16:38:41.270 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.270 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A01;' undefined variable row.wan.A01
16:38:41.270 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.270 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A02;' undefined variable row.wan.A02
16:38:41.271 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.271 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A03;' undefined variable row.wan.A03
16:38:41.271 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.271 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A04;' undefined variable row.wan.A04
16:38:41.272 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.272 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A05;' undefined variable row.wan.A05
16:38:41.272 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.272 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A06;' undefined variable row.wan.A06
16:38:41.273 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.273 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A07;' undefined variable row.wan.A07
16:38:41.273 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.273 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A08;' undefined variable row.wan.A08
16:38:41.273 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.273 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A09;' undefined variable row.wan.A09
16:38:41.274 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.274 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A10;' undefined variable row.wan.A10
16:38:41.274 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.274 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A11;' undefined variable row.wan.A11
16:38:41.275 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.275 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A12;' undefined variable row.wan.A12
16:38:41.277 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.277 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A13;' undefined variable row.wan.A13
16:38:41.277 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.277 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A14;' undefined variable row.wan.A14
16:38:41.278 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A01;' undefined variable row.wan.A01
16:38:41.279 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A02;' undefined variable row.wan.A02
16:38:41.279 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A03;' undefined variable row.wan.A03
16:38:41.279 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A04;' undefined variable row.wan.A04
16:38:41.279 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A05;' undefined variable row.wan.A05
16:38:41.280 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A06;' undefined variable row.wan.A06
16:38:41.281 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A07;' undefined variable row.wan.A07
16:38:41.281 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A08;' undefined variable row.wan.A08
16:38:41.281 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A09;' undefined variable row.wan.A09
16:38:41.282 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A10;' undefined variable row.wan.A10
16:38:41.282 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A11;' undefined variable row.wan.A11
16:38:41.282 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A12;' undefined variable row.wan.A12
16:38:41.282 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A13;' undefined variable row.wan.A13
16:38:41.283 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A14;' undefined variable row.wan.A14
16:38:41.284 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.284 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A01;' undefined variable row.wan.A01
16:38:41.284 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.284 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A02;' undefined variable row.wan.A02
16:38:41.285 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.285 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A03;' undefined variable row.wan.A03
16:38:41.285 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.285 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A04;' undefined variable row.wan.A04
16:38:41.285 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.285 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A05;' undefined variable row.wan.A05
16:38:41.286 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.286 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A06;' undefined variable row.wan.A06
16:38:41.286 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.286 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A07;' undefined variable row.wan.A07
16:38:41.286 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.286 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A08;' undefined variable row.wan.A08
16:38:41.287 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.287 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A09;' undefined variable row.wan.A09
16:38:41.287 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.290 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A10;' undefined variable row.wan.A10
16:38:41.291 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.291 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A11;' undefined variable row.wan.A11
16:38:41.291 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.291 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A12;' undefined variable row.wan.A12
16:38:41.291 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.291 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A13;' undefined variable row.wan.A13
16:38:41.292 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.292 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A14;' undefined variable row.wan.A14
16:38:41.292 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A01;' undefined variable row.wan.A01
16:38:41.294 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A02;' undefined variable row.wan.A02
16:38:41.295 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A03;' undefined variable row.wan.A03
16:38:41.295 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A04;' undefined variable row.wan.A04
16:38:41.295 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A05;' undefined variable row.wan.A05
16:38:41.296 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A06;' undefined variable row.wan.A06
16:38:41.296 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A07;' undefined variable row.wan.A07
16:38:41.296 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A08;' undefined variable row.wan.A08
16:38:41.297 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A09;' undefined variable row.wan.A09
16:38:41.297 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A10;' undefined variable row.wan.A10
16:38:41.297 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A11;' undefined variable row.wan.A11
16:38:41.298 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A12;' undefined variable row.wan.A12
16:38:41.298 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A13;' undefined variable row.wan.A13
16:38:41.298 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A14;' undefined variable row.wan.A14
16:38:41.299 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.299 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A01;' undefined variable row.wan.A01
16:38:41.299 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.299 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A02;' undefined variable row.wan.A02
16:38:41.300 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.300 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A03;' undefined variable row.wan.A03
16:38:41.300 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.300 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A04;' undefined variable row.wan.A04
16:38:41.300 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.300 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A05;' undefined variable row.wan.A05
16:38:41.301 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.301 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A06;' undefined variable row.wan.A06
16:38:41.301 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
16:38:41.301 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,11]: 'row.wan.A07;' undefined variable row.wan.A07
16:38:41.302 [main] WARN  org.apache.commons.jexl2.JexlEngine - ![0,7]: 'row.wan;' undefined variable row.wan
